bvalue = 25.704069, label = 0
bvalue = 0.140132, label = 1
bvalue = 4.223596, label = 1
bvalue = 6751.400886, label = 1
bvalue = 7.059235, label = 1
bvalue = 809398.393030, label = 0
bvalue = 5.089354, label = 1
bvalue = 95390.149870, label = 1
bvalue = 2380.952381, label = 0
bvalue = 5756.042555, label = 0
bvalue = 33005.221343, label = 1
bvalue = 53386.171151, label = 1
bvalue = 65.719952, label = 0
bvalue = 621.926326, label = 0
bvalue = 1.918631, label = 1
bvalue = 0.753505, label = 1
bvalue = 8939.817101, label = 0
bvalue = 69.146148, label = 1
bvalue = 26974.831457, label = 0
bvalue = 3957.051912, label = 1
bvalue = 37825488585652.320312, label = 1
bvalue = 71643.640212, label = 0
bvalue = 2936.022490, label = 1
bvalue = 0.338859, label = 1
bvalue = 5.455126, label = 1
bvalue = 7377626089.412868, label = 1
bvalue = 7.023370, label = 0
bvalue = 1510.231957, label = 0
bvalue = 2.960633, label = 0
bvalue = 25098571.234365, label = 1
bvalue = 1.711262, label = 0
bvalue = 6.993007, label = 0
bvalue = 140.807987, label = 1
bvalue = 1.000000, label = 0
bvalue = 3951608.952008, label = 0
bvalue = 1.711529, label = 0
bvalue = 0.605990, label = 1
bvalue = 6666.666667, label = 1
bvalue = 869.839471, label = 0
bvalue = 0.719064, label = 0
bvalue = 108.495680, label = 1
bvalue = 0.171645, label = 0
bvalue = 1685.224357, label = 1
bvalue = 153.693408, label = 1
bvalue = 0.245896, label = 0
bvalue = 12.843515, label = 1
bvalue = 0.429103, label = 0
bvalue = 87.259335, label = 0
bvalue = 104508.810780, label = 1
bvalue = 1533682.000252, label = 1
bvalue = 2629.665073, label = 1
bvalue = 79754.282932, label = 1
bvalue = 1059.735453, label = 0
bvalue = 47.723403, label = 0
bvalue = 0.399388, label = 1
bvalue = 139.404958, label = 1
bvalue = 6.939583, label = 0
bvalue = 3759.656893, label = 1
bvalue = 1540577.949653, label = 1
bvalue = 1.000000, label = 0
bvalue = 1.711262, label = 0
bvalue = 8.732724, label = 1
bvalue = 2.769830, label = 0
bvalue = 104328.898103, label = 0
bvalue = 0.513665, label = 0
bvalue = 210.715220, label = 1
bvalue = 243152.969708, label = 0
bvalue = 11369.953962, label = 0
bvalue = 1.430615, label = 0
bvalue = 4314825.122827, label = 0
bvalue = 0.513665, label = 0
bvalue = 53012577.710660, label = 1
bvalue = 915.194687, label = 1
bvalue = 5124.818625, label = 0
bvalue = 1437.596157, label = 1
bvalue = 12.676016, label = 1
bvalue = 15.819114, label = 1
bvalue = 205.276780, label = 1
bvalue = 2.079434, label = 0
bvalue = 549.734924, label = 1
bvalue = 133.809867, label = 0
bvalue = 2132.087183, label = 1
bvalue = 212648.217748, label = 1
bvalue = 5.714286, label = 0
bvalue = 1.650623, label = 0
bvalue = 32.140401, label = 0
bvalue = 16.666667, label = 1
bvalue = 507595847.684128, label = 0
bvalue = 8.145863, label = 1
bvalue = 27222.706786, label = 1
bvalue = 473484.843172, label = 0
bvalue = 5038242.631089, label = 1
bvalue = 243662.781123, label = 0
bvalue = 7.111602, label = 1
bvalue = 66.403682, label = 0
bvalue = 27.726205, label = 1
bvalue = 11.734518, label = 0
bvalue = 0.870057, label = 1
bvalue = 10.659307, label = 0
bvalue = 145.979605, label = 1
bvalue = 97.580624, label = 0
bvalue = 3896.764019, label = 0
bvalue = 1.339513, label = 1
bvalue = 2.307939, label = 0
bvalue = 7.018144, label = 0
bvalue = 0.901265, label = 1
bvalue = 3205.833063, label = 1
bvalue = 976.109768, label = 0
bvalue = 190745.403525, label = 1
bvalue = 7.162915, label = 1
bvalue = 1883.142793, label = 0
bvalue = 1.189061, label = 0
bvalue = 5144.089039, label = 0
bvalue = 1179.921204, label = 1
bvalue = 28231.167911, label = 1
[0.0476140705650316, '1']
[0.06410160663106239, '0']
[0.06942307271841307, '1']
[0.06949037554707696, '0']
[0.07318282645845357, '0']
[0.07318282645845357, '1']
[0.08403883454728078, '0']
[0.08520972726989468, '0']
[0.08753926609862868, '0']
[0.08872451728371648, '0']
[0.09064262045022725, '0']
[0.09117223999234278, '0']
[0.092178873556927, '0']
[0.09599134759554936, '0']
[0.10734144017710161, '1']
[0.10777957247351636, '1']
[0.11053970932085598, '0']
[0.1106670407990045, '1']
[0.11226571250955675, '1']
[0.11413953340731195, '1']
[0.115043403192689, '0']
[0.115043403192689, '0']
[0.12027386178328787, '0']
[0.12253172334799904, '0']
[0.12253172334799904, '1']
[0.12479268728131913, '1']
[0.13210904790832534, '0']
[0.13210904790832534, '0']
[0.13210904790832534, '1']
[0.13216028699560667, '1']
[0.13575478723689682, '0']
[0.13679358286883353, '0']
[0.13761172630704427, '0']
[0.1393177076319993, '0']
[0.1393177076319993, '0']
[0.1393177076319993, '0']
[0.1393177076319993, '0']
[0.1393177076319993, '0']
[0.1393177076319993, '0']
[0.1393177076319993, '0']
[0.1393177076319993, '1']
[0.1393177076319993, '1']
[0.14013173286823086, '0']
[0.14013173286823086, '1']
[0.14120402088813855, '0']
[0.14249019934775725, '1']
[0.14249019934775725, '1']
[0.1493497568245173, '1']
[0.15166437754548356, '1']
[0.15364678395263548, '0']
[0.15456673082186423, '1']
[0.1557889715900063, '1']
[0.15708566933213478, '0']
[0.15998422509465113, '0']
[0.15998422509465113, '0']
[0.15998422509465113, '1']
[0.16565254943635135, '0']
[0.16565720289179464, '0']
[0.16565720289179464, '1']
[0.1666479756363628, '0']
[0.1666479756363628, '0']
[0.1666479756363628, '0']
[0.1666479756363628, '1']
[0.16890433120590737, '0']
[0.16942948792836773, '0']
[0.16942948792836773, '0']
[0.16942948792836773, '1']
[0.17083263369540008, '0']
[0.17083263369540008, '0']
[0.17083263369540008, '1']
[0.17083263369540008, '1']
[0.17083263369540008, '1']
[0.17083263369540008, '1']
[0.17083263369540008, '1']
[0.17164458027925597, '0']
[0.17396858813603508, '1']
[0.17403763723770171, '0']
[0.17648170006502317, '0']
[0.1787351944995412, '0']
[0.17933632987728987, '1']
[0.1812603964650566, '0']
[0.1812852409004545, '0']
[0.1812852409004545, '0']
[0.18914461500808874, '0']
[0.18932397204801935, '0']
[0.1902309454157564, '1']
[0.19617410440623365, '0']
[0.19617410440623365, '0']
[0.19617410440623365, '0']
[0.19617410440623365, '1']
[0.19678440260008445, '1']
[0.20083749251594218, '0']
[0.2043452556165073, '0']
[0.2043452556165073, '0']
[0.2043452556165073, '1']
[0.21033544969795198, '0']
[0.2148910066232918, '1']
[0.2162389131581813, '1']
[0.21734431767862605, '0']
[0.2190074363975029, '0']
[0.2190074363975029, '0']
[0.2190074363975029, '0']
[0.2190074363975029, '0']
[0.2190074363975029, '0']
[0.2190074363975029, '0']
[0.2190074363975029, '0']
[0.2190074363975029, '0']
[0.2190074363975029, '0']
[0.2190074363975029, '0']
[0.2190074363975029, '0']
[0.2190074363975029, '0']
[0.2190074363975029, '0']
[0.2190074363975029, '1']
[0.2190074363975029, '1']
[0.2190074363975029, '1']
[0.2190074363975029, '1']
[0.2190074363975029, '1']
[0.22028708406885888, '0']
[0.22107941864171196, '1']
[0.22177553507667133, '0']
[0.22425614657444248, '0']
[0.2321507675971033, '0']
[0.23237582826820255, '0']
[0.23237582826820255, '0']
[0.236697268549467, '1']
[0.2411001681011121, '0']
[0.2412348441596002, '1']
[0.24240034105250172, '0']
[0.24589575397047878, '0']
[0.24589575397047878, '0']
[0.24589575397047878, '0']
[0.24589575397047878, '0']
[0.24589575397047878, '0']
[0.24589575397047878, '0']
[0.24589575397047878, '0']
[0.24589575397047878, '0']
[0.24589575397047878, '0']
[0.24589575397047878, '1']
[0.2501016048727134, '1']
[0.2511490810824557, '0']
[0.25149520184879154, '0']
[0.25149520184879154, '0']
[0.25149520184879154, '0']
[0.25149520184879154, '0']
[0.25149520184879154, '0']
[0.25149520184879154, '0']
[0.25149520184879154, '1']
[0.25149520184879154, '1']
[0.2531895758266887, '0']
[0.2531895758266887, '0']
[0.2583684485000131, '0']
[0.2604131229459012, '0']
[0.2604131229459012, '0']
[0.2604131229459012, '1']
[0.26197061770036234, '0']
[0.26197061770036234, '0']
[0.26197061770036234, '0']
[0.26197061770036234, '0']
[0.26197061770036234, '0']
[0.26197061770036234, '0']
[0.26197061770036234, '0']
[0.26197061770036234, '0']
[0.26197061770036234, '1']
[0.26197061770036234, '1']
[0.26197061770036234, '1']
[0.26197061770036234, '1']
[0.2649312242613104, '0']
[0.2665882269413711, '1']
[0.2666541576390517, '0']
[0.26768762636777843, '0']
[0.26768762636777843, '1']
[0.2698252801989904, '1']
[0.2698252801989904, '1']
[0.27402809937288036, '0']
[0.27721828666878845, '0']
[0.28113487491730277, '0']
[0.28113487491730277, '0']
[0.28494134324306897, '0']
[0.28494134324306897, '1']
[0.2849803986955145, '0']
[0.28822870517538846, '0']
[0.29238496310401757, '0']
[0.29238496310401757, '0']
[0.29238496310401757, '1']
[0.29238496310401757, '1']
[0.29238496310401757, '1']
[0.29238496310401757, '1']
[0.29238496310401757, '1']
[0.29238496310401757, '1']
[0.2941336769981804, '0']
[0.2941336769981804, '0']
[0.2941336769981804, '0']
[0.2941336769981804, '0']
[0.2941336769981804, '1']
[0.2941336769981804, '1']
[0.2941336769981804, '1']
[0.2941336769981804, '1']
[0.2965745304820655, '0']
[0.2976172840594864, '0']
[0.2976172840594864, '1']
[0.29904304619356903, '0']
[0.2993562444836922, '0']
[0.30116389489075546, '1']
[0.30191032024197706, '0']
[0.30913346164372846, '0']
[0.3101055794476396, '0']
[0.31125335621527456, '0']
[0.31125335621527456, '0']
[0.31125335621527456, '0']
[0.31125335621527456, '1']
[0.3114989508922263, '1']
[0.3114989508922263, '1']
[0.3115352426378047, '0']
[0.3131800515335333, '0']
[0.3131800515335333, '1']
[0.32201220998815766, '1']
[0.32637214319882896, '1']
[0.32675875761013795, '0']
[0.32675875761013795, '0']
[0.32675875761013795, '0']
[0.3286679899638379, '0']
[0.3286679899638379, '0']
[0.33118295742304116, '0']
[0.3313144057835893, '0']
[0.3313144057835893, '1']
[0.33410474481365027, '1']
[0.33432284212853736, '1']
[0.33601573495644926, '1']
[0.33885897585673547, '0']
[0.33885897585673547, '1']
[0.3407934062093309, '1']
[0.34088564437262503, '0']
[0.3455302653485603, '0']
[0.3455302653485603, '0']
[0.3455302653485603, '1']
[0.34741021835267455, '0']
[0.3492566676308835, '0']
[0.3497427788325569, '0']
[0.3497427788325569, '0']
[0.3516302741454747, '0']
[0.36041490964398215, '0']
[0.36041490964398215, '0']
[0.36041490964398215, '0']
[0.36041490964398215, '1']
[0.36041490964398215, '1']
[0.3625207929301132, '1']
[0.362570481800909, '1']
[0.3652948020376144, '0']
[0.3652948020376144, '0']
[0.3652948020376144, '0']
[0.3652948020376144, '0']
[0.36862214571264795, '0']
[0.3705709583714093, '1']
[0.37063798857449315, '0']
[0.37294149669437165, '0']
[0.3731274173720068, '0']
[0.3746172865233652, '0']
[0.3746172865233652, '0']
[0.3771407269485871, '0']
[0.3794072833841657, '0']
[0.3810533361345326, '0']
[0.3816826201450277, '0']
[0.38274241292003836, '1']
[0.3865481252415926, '0']
[0.3865481252415926, '0']
[0.3865481252415926, '0']
[0.3865481252415926, '0']
[0.3865481252415926, '0']
[0.3865481252415926, '0']
[0.3865481252415926, '0']
[0.3865481252415926, '0']
[0.3865481252415926, '0']
[0.3865481252415926, '0']
[0.3865481252415926, '0']
[0.3865481252415926, '0']
[0.3865481252415926, '0']
[0.3865481252415926, '0']
[0.3865481252415926, '1']
[0.3865481252415926, '1']
[0.3865481252415926, '1']
[0.3870490305502146, '0']
[0.39854649654341806, '1']
[0.3993881810616656, '0']
[0.3993881810616656, '0']
[0.3993881810616656, '1']
[0.40067454521305523, '0']
[0.40067454521305523, '0']
[0.40067454521305523, '0']
[0.40067454521305523, '1']
[0.403352707189196, '0']
[0.4053388834277072, '0']
[0.4053388834277072, '1']
[0.40614160929866105, '0']
[0.40626072222449483, '0']
[0.40845092067735983, '0']
[0.4097461048088873, '0']
[0.4097461048088873, '0']
[0.4097461048088873, '1']
[0.4097461048088873, '1']
[0.4101433368933775, '1']
[0.4128196532048181, '0']
[0.4128196532048181, '0']
[0.41810971955466675, '0']
[0.4283222828510997, '0']
[0.4291031400673596, '0']
[0.4302394885737248, '0']
[0.4307721722141679, '0']
[0.4307721722141679, '0']
[0.4317293079440439, '0']
[0.43456840898290633, '1']
[0.43456840898290633, '1']
[0.43655026225732296, '1']
[0.44194402336999994, '0']
[0.44194402336999994, '0']
[0.44194402336999994, '0']
[0.44194402336999994, '0']
[0.44194402336999994, '1']
[0.44194402336999994, '1']
[0.4463445099625131, '0']
[0.4463445099625131, '1']
[0.4484431949448122, '1']
[0.45487441073437024, '1']
[0.4596291619995156, '0']
[0.4596291619995156, '0']
[0.4596291619995156, '0']
[0.4596291619995156, '0']
[0.4596291619995156, '0']
[0.4596291619995156, '0']
[0.4596291619995156, '0']
[0.4596291619995156, '0']
[0.4596291619995156, '0']
[0.4596291619995156, '1']
[0.4596291619995156, '1']
[0.4596291619995156, '1']
[0.460173612770756, '1']
[0.460173612770756, '1']
[0.4611750206687974, '0']
[0.4611750206687974, '1']
[0.4623781402411395, '0']
[0.4623781402411395, '0']
[0.4623781402411395, '0']
[0.4623781402411395, '0']
[0.4623781402411395, '0']
[0.4623781402411395, '0']
[0.4623781402411395, '0']
[0.4623781402411395, '0']
[0.4623781402411395, '0']
[0.4623781402411395, '1']
[0.4639332444766252, '0']
[0.4639332444766252, '0']
[0.4647516565364051, '1']
[0.4647516565364051, '1']
[0.46622743574163034, '0']
[0.4702646843160305, '0']
[0.4702646843160305, '0']
[0.4711658853677795, '1']
[0.4783493490709127, '0']
[0.4793289551081457, '0']
[0.4793289551081457, '1']
[0.4809067943639715, '1']
[0.48567291400399504, '0']
[0.48567291400399504, '1']
[0.48567291400399504, '1']
[0.4858189022759542, '0']
[0.4858189022759542, '0']
[0.4889357753059194, '0']
[0.4889357753059194, '0']
[0.4892902759704115, '0']
[0.49179150794095755, '0']
[0.49179150794095755, '0']
[0.49179150794095755, '1']
[0.49277706206508765, '1']
[0.4946745181386096, '1']
[0.5026260529899937, '0']
[0.5029214708240167, '0']
[0.5029214708240167, '0']
[0.5029214708240167, '0']
[0.5037730486045945, '0']
[0.5062031941013838, '0']
[0.5067860453067751, '1']
[0.5076279199725169, '0']
[0.5117762273404348, '1']
[0.5127853942174683, '0']
[0.5127853942174683, '1']
[0.5136647669631368, '0']
[0.5136647669631368, '0']
[0.5136647669631368, '0']
[0.5136647669631368, '0']
[0.5136647669631368, '0']
[0.5136647669631368, '0']
[0.5136647669631368, '0']
[0.5136647669631368, '1']
[0.5136647669631368, '1']
[0.5136647669631368, '1']
[0.5153923621611008, '1']
[0.5158630819625248, '0']
[0.5170181398684951, '0']
[0.517786220753868, '0']
[0.517786220753868, '0']
[0.5208262458918024, '0']
[0.5208262458918024, '1']
[0.521942122152957, '0']
[0.5235047666229274, '1']
[0.5252945063649935, '0']
[0.5252945063649935, '0']
[0.5252945063649935, '0']
[0.5252945063649935, '0']
[0.5252945063649935, '1']
[0.5252945063649935, '1']
[0.5268703898840885, '0']
[0.5275852397618304, '1']
[0.5280007428866373, '0']
[0.5280007428866373, '1']
[0.541430524214448, '0']
[0.541430524214448, '1']
[0.5497956483247795, '0']
[0.5497956483247795, '0']
[0.5497956483247795, '0']
[0.5497956483247795, '0']
[0.5497956483247795, '1']
[0.5527627909566862, '0']
[0.5527627909566862, '0']
[0.5543605899670603, '0']
[0.5543605899670603, '0']
[0.5545331850082347, '0']
[0.5547117791899722, '0']
[0.5586616758720033, '1']
[0.5591732274863621, '0']
[0.5602448101876094, '0']
[0.5602448101876094, '1']
[0.5622697498346055, '1']
[0.56657223796034, '0']
[0.56657223796034, '0']
[0.56657223796034, '0']
[0.56657223796034, '0']
[0.56657223796034, '0']
[0.56657223796034, '1']
[0.5685545430735183, '1']
[0.569960797391029, '0']
[0.5733238997201617, '1']
[0.5733238997201617, '1']
[0.5733596840971434, '1']
[0.5767292071818935, '0']
[0.5767292071818935, '0']
[0.5767292071818935, '0']
[0.5767292071818935, '0']
[0.5767292071818935, '0']
[0.5767292071818935, '1']
[0.5804942855393728, '0']
[0.5817958097151148, '0']
[0.5817958097151148, '0']
[0.5847699262080351, '1']
[0.5882673539963608, '1']
[0.6026023739825432, '1']
[0.6059898540784259, '1']
[0.6096973584252249, '0']
[0.6096973584252249, '0']
[0.6096973584252249, '0']
[0.6096973584252249, '1']
[0.6104874298899284, '1']
[0.619315881088327, '1']
[0.6193615080787895, '1']
[0.6194510688266434, '0']
[0.6194510688266434, '1']
[0.6194510688266434, '1']
[0.6194510688266434, '1']
[0.6202111588952792, '1']
[0.6208274315286171, '1']
[0.6225067124305491, '1']
[0.6271444800901831, '0']
[0.6271444800901831, '0']
[0.6338701971630545, '1']
[0.6361323155216285, '0']
[0.6361323155216285, '0']
[0.6361323155216285, '0']
[0.6361323155216285, '0']
[0.6361323155216285, '0']
[0.6361323155216285, '0']
[0.6361323155216285, '1']
[0.6420848473048097, '0']
[0.6420848473048097, '0']
[0.6420848473048097, '0']
[0.6420848473048097, '0']
[0.6420848473048097, '0']
[0.6420848473048097, '1']
[0.6420848473048097, '1']
[0.6437937267710441, '1']
[0.6447453255963894, '0']
[0.6447453255963894, '0']
[0.6447453255963894, '0']
[0.6489524948379739, '1']
[0.6489524948379739, '1']
[0.6489524948379739, '1']
[0.6496997100832858, '0']
[0.6529664381907243, '0']
[0.6535175152202759, '1']
[0.6556730536666029, '1']
[0.6560971234504374, '0']
[0.6573359799276758, '1']
[0.6573908753867943, '0']
[0.6626288115671786, '0']
[0.6761633469429918, '0']
[0.6763642773746665, '0']
[0.681716884328373, '0']
[0.681716884328373, '1']
[0.682567376987358, '1']
[0.6831415389211288, '0']
[0.6831415389211288, '0']
[0.6862570122685118, '0']
[0.6962530940277457, '1']
[0.6994855576651138, '1']
[0.7106902763377712, '0']
[0.7118073454507753, '1']
[0.714147548605082, '0']
[0.7190644534906921, '0']
[0.7208298192879643, '0']
[0.7249671324913495, '0']
[0.725140963601818, '0']
[0.7260406410571194, '0']
[0.7260406410571194, '0']
[0.7260406410571194, '0']
[0.7260406410571194, '0']
[0.7288869242202503, '0']
[0.7293030603172547, '0']
[0.7293030603172547, '0']
[0.7293030603172547, '0']
[0.7293030603172547, '1']
[0.7295708729953538, '0']
[0.7305896040752288, '0']
[0.7345376891049755, '1']
[0.7349467377621369, '1']
[0.7364583924836975, '1']
[0.7404329184728029, '1']
[0.7408084702013481, '1']
[0.7428704773158057, '1']
[0.7445851161638801, '0']
[0.7491351305196025, '0']
[0.753505117430005, '0']
[0.753505117430005, '0']
[0.753505117430005, '1']
[0.753505117430005, '1']
[0.7542814538971742, '1']
[0.7603128839580064, '0']
[0.7603128839580064, '0']
[0.7603128839580064, '0']
[0.7603128839580064, '1']
[0.7603128839580064, '1']
[0.7634778208142802, '1']
[0.7672383103571034, '1']
[0.767928482963192, '0']
[0.7685004268991726, '0']
[0.7725362434456204, '1']
[0.773624360502763, '0']
[0.7745445036247539, '1']
[0.7762589651171937, '0']
[0.7762589651171937, '0']
[0.7776283425138943, '0']
[0.7800312012480499, '0']
[0.7800312012480499, '0']
[0.78284339677266, '0']
[0.7966676632222506, '0']
[0.7979442352011236, '0']
[0.8007527592470335, '0']
[0.8008793078679852, '0']
[0.8101967933172505, '0']
[0.8101967933172505, '0']
[0.8101967933172505, '1']
[0.814452981253557, '0']
[0.8154508185746089, '0']
[0.8154508185746089, '0']
[0.8175823372778934, '1']
[0.8194922096177746, '1']
[0.820286673786755, '0']
[0.820286673786755, '0']
[0.820286673786755, '0']
[0.8256393064096362, '1']
[0.8270643678718567, '0']
[0.8295527925969162, '0']
[0.8300171678177939, '0']
[0.8300171678177939, '0']
[0.8302532184309374, '0']
[0.8302532184309374, '0']
[0.8339483756900529, '0']
[0.8362194391093335, '0']
[0.8362194391093335, '1']
[0.841220751544198, '0']
[0.841220751544198, '1']
[0.8472241253288313, '0']
[0.8511838492081715, '0']
[0.8511838492081715, '0']
[0.8521074765205194, '1']
[0.8538301613937734, '0']
[0.8538301613937734, '1']
[0.8587315214168129, '0']
[0.8604127386238318, '1']
[0.8604127386238318, '1']
[0.8604127386238318, '1']
[0.8633063508408078, '0']
[0.8671855651810402, '0']
[0.8671855651810402, '1']
[0.8691451217650369, '1']
[0.870057401241181, '1']
[0.8838880467399999, '1']
[0.8909174946910213, '1']
[0.8914896613943969, '1']
[0.9012651703600942, '0']
[0.9012651703600942, '0']
[0.9012651703600942, '1']
[0.9012651703600942, '1']
[0.9012651703600942, '1']
[0.9013219108014414, '1']
[0.9041861022109049, '0']
[0.9041861022109049, '1']
[0.9066183136899365, '0']
[0.9066183136899365, '0']
[0.9066183136899365, '0']
[0.9066183136899365, '0']
[0.9066183136899365, '0']
[0.9066183136899365, '1']
[0.9066183136899365, '1']
[0.909667519214343, '0']
[0.9147666749170833, '1']
[0.917172451698376, '0']
[0.9181796238317774, '1']
[0.9192583239990312, '0']
[0.9192583239990312, '1']
[0.9192583239990312, '1']
[0.9198481146793042, '0']
[0.9198481146793042, '0']
[0.9198481146793042, '1']
[0.9198481146793042, '1']
[0.9286030703884132, '1']
[0.9295033130728102, '1']
[0.930784101835227, '0']
[0.930784101835227, '0']
[0.930784101835227, '0']
[0.930784101835227, '1']
[0.930784101835227, '1']
[0.9385269951964098, '1']
[0.9479560972065851, '0']
[0.9486495846818986, '0']
[0.9523599519188628, '1']
[0.952975909943498, '1']
[0.9562791286757306, '1']
[0.9575111036742411, '1']
[0.9576304308998679, '1']
[0.9585699773470914, '0']
[0.9586579102162914, '1']
[0.9586670693068358, '0']
[0.9629216293899269, '1']
[0.966330647062435, '1']
[0.96638232266247, '0']
[0.96638232266247, '0']
[0.9673191907862677, '1']
[0.9682361222491969, '0']
[0.9682361222491969, '0']
[0.9713458280079901, '0']
[0.9726669561125104, '1']
[0.9768868569642264, '0']
[0.97841160022163, '1']
[0.9815266421148364, '1']
[0.9817352038164522, '0']
[0.988609576444108, '1']
[0.9907122881451257, '0']
[0.9970089730807578, '1']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '0']
[1, '1']
[1.001929894062007, '1']
[1.0033632736934204, '1']
[1.0058429416480335, '0']
[1.0058429416480335, '1']
[1.007546097209189, '1']
[1.0127583033067549, '1']
[1.0138317492482292, '1']
[1.0152558399450338, '1']
[1.0162852048725317, '0']
[1.0167098675523383, '1']
[1.0211976158823628, '0']
[1.0213279442509253, '0']
[1.0307180403638996, '0']
[1.0307180403638996, '0']
[1.0307180403638996, '1']
[1.0307847243222017, '0']
[1.0349596783900885, '1']
[1.037201421401252, '0']
[1.0433520176212512, '0']
[1.0481405563902595, '0']
[1.0504391962436335, '0']
[1.0532245789820516, '0']
[1.064790674208507, '0']
[1.0651186494679077, '1']
[1.0697005707245855, '0']
[1.0717264099898234, '1']
[1.077975847539349, '0']
[1.078068385598199, '0']
[1.078068385598199, '0']
[1.078068385598199, '1']
[1.078068385598199, '1']
[1.078068385598199, '1']
[1.078490148993328, '0']
[1.078490148993328, '1']
[1.078490148993328, '1']
[1.078490148993328, '1']
[1.078490148993328, '1']
[1.078490148993328, '1']
[1.0824243095717851, '1']
[1.0862979152592538, '0']
[1.0904350928940345, '1']
[1.0905736643262496, '1']
[1.0961123974915215, '1']
[1.099591296649559, '1']
[1.1030491309157524, '1']
[1.1030491309157524, '1']
[1.1048263927202553, '0']
[1.1087211799341206, '1']
[1.1088731466751538, '0']
[1.1279409469928636, '0']
[1.133279755492989, '0']
[1.133279755492989, '0']
[1.133279755492989, '0']
[1.133279755492989, '0']
[1.133279755492989, '0']
[1.133279755492989, '0']
[1.138359520862344, '0']
[1.1387973454839566, '0']
[1.1397653729722759, '1']
[1.1467199882969994, '0']
[1.1470129199439982, '0']
[1.153458414363787, '0']
[1.1536128842466256, '1']
[1.1546932472730214, '0']
[1.1550299203608307, '0']
[1.155336271762079, '0']
[1.1562359862848557, '1']
[1.160829462122006, '0']
[1.1677923903404466, '0']
[1.1677923903404466, '0']
[1.1677923903404466, '0']
[1.1677923903404466, '1']
[1.172372789486416, '1']
[1.1730529907649416, '0']
[1.1767601005698156, '0']
[1.1780169894710173, '0']
[1.179245283018868, '0']
[1.179245283018868, '0']
[1.179405331660314, '1']
[1.1795533978536261, '0']
[1.1795533978536261, '0']
[1.1818654564364393, '0']
[1.1882082040713888, '0']
[1.1890606420927468, '0']
[1.1890606420927468, '1']
[1.1890606420927468, '1']
[1.1904691362379456, '1']
[1.2037838191113337, '0']
[1.2037838191113337, '1']
[1.2120698076696312, '1']
[1.2144269746965153, '0']
[1.2195114039267476, '0']
[1.2255862548916763, '0']
[1.22668955689118, '1']
[1.2359133229461812, '0']
[1.2467973609387668, '1']
[1.2499140293662918, '1']
[1.25319611321012, '1']
[1.254368337736166, '0']
[1.254368337736166, '0']
[1.2558790413732124, '1']
[1.2581083953784586, '1']
[1.2589822719684727, '1']
[1.2643768530398156, '1']
[1.272264631043257, '1']
[1.272264631043257, '1']
[1.2817786534356115, '1']
[1.2818886867992851, '0']
[1.2823901890527087, '1']
[1.2865884581191689, '1']
[1.2973581579971294, '1']
[1.2993994201665715, '1']
[1.3007654845704628, '1']
[1.3046364562010306, '1']
[1.30855259860721, '0']
[1.3120144157958455, '0']
[1.3254528375820551, '0']
[1.3377404353659124, '0']
[1.3395129530902565, '1']
[1.342082269269278, '1']
[1.3432128801630205, '1']
[1.3541334802922347, '1']
[1.3554755043347784, '0']
[1.3554755043347784, '1']
[1.3632030766271137, '0']
[1.363519605585017, '0']
[1.3658982749306687, '0']
[1.3677302347511366, '0']
[1.3677302347511366, '0']
[1.3677302347511366, '0']
[1.3806601660512494, '0']
[1.3887662944948174, '0']
[1.3887662944948174, '1']
[1.3934860418838437, '0']
[1.3986966300058408, '1']
[1.40418689859061, '0']
[1.4100677531957506, '0']
[1.4127532413981971, '0']
[1.4131912914061393, '1']
[1.429997340204947, '0']
[1.429997340204947, '0']
[1.429997340204947, '0']
[1.429997340204947, '0']
[1.4306151645207439, '0']
[1.4306151645207439, '0']
[1.4306151645207439, '0']
[1.4306151645207439, '0']
[1.4306151645207439, '0']
[1.4306151645207439, '1']
[1.4336047296974614, '1']
[1.4337337936464345, '1']
[1.4391230471556495, '1']
[1.4504440602596556, '0']
[1.4538263614406939, '0']
[1.4560144065443814, '1']
[1.4586061206345093, '0']
[1.4611792081504575, '0']
[1.4611792081504575, '0']
[1.4825176705573921, '1']
[1.4831889285760582, '1']
[1.4862235783190154, '1']
[1.4867420348653386, '0']
[1.4891702323277602, '1']
[1.4914173012622796, '0']
[1.4971098444164523, '0']
[1.5029819161215852, '0']
[1.5058267222019788, '1']
[1.5059596554646804, '1']
[1.50701023486001, '0']
[1.50701023486001, '0']
[1.50701023486001, '0']
[1.5091918484604046, '0']
[1.5122360859303228, '1']
[1.5339595562831443, '1']
[1.53804503687363, '1']
[1.5416349239644658, '1']
[1.5422380444976962, '1']
[1.5510008615752984, '1']
[1.5525179302343874, '0']
[1.556426589981902, '0']
[1.556426589981902, '0']
[1.556426589981902, '1']
[1.5600624024960998, '0']
[1.5600624024960998, '0']
[1.5664434823056175, '0']
[1.572203930281924, '0']
[1.5731333707621735, '1']
[1.5750337934654746, '0']
[1.5772870662460567, '0']
[1.5772870662460567, '0']
[1.5772870662460567, '0']
[1.5772870662460567, '0']
[1.5806564888907613, '0']
[1.588843925839561, '1']
[1.5894630797854608, '1']
